"Country or Area"|"Year"|"Commodity"|"Flow"|"Trade (USD)"|"Weight (kg)"|"Quantity Name"|"Quantity"
"Uruguay"|"2011"|"Mixtures of spices"|"Import"|"27688"|"2901"|"Weight in kilograms"|"2901"
"Uruguay"|"2011"|"Mixtures of spices"|"Export"|"8262"|"1075"|"Weight in kilograms"|"1075"
"Uruguay"|"2011"|"Spices nes"|"Import"|"58413"|"18182"|"Weight in kilograms"|"18182"
"Uruguay"|"2011"|"Spices nes"|"Export"|"158"|"12"|"Weight in kilograms"|"12"
"Uruguay"|"2010"|"Coffee, not roasted, not decaffeinated"|"Import"|"2586888"|"1137600"|"Weight in kilograms"|"1137600"
"Uruguay"|"2010"|"Coffee, not roasted, not decaffeinated"|"Export"|"322"|"223"|"Weight in kilograms"|"223"
"Uruguay"|"2010"|"Coffee, not roasted, decaffeinated"|"Import"|"16496"|"4230"|"Weight in kilograms"|"4230"
"Uruguay"|"2010"|"Coffee, roasted, not decaffeinated"|"Import"|"1323004"|"187757"|"Weight in kilograms"|"187757"
"Uruguay"|"2010"|"Coffee, roasted, not decaffeinated"|"Export"|"3073"|"1154"|"Weight in kilograms"|"1154"
"Uruguay"|"2010"|"Coffee, roasted, decaffeinated"|"Import"|"77145"|"9936"|"Weight in kilograms"|"9936"
"Uruguay"|"2010"|"Coffee, roasted, decaffeinated"|"Export"|"299"|"3"|"Weight in kilograms"|"3"
"Uruguay"|"2010"|"Coffee substitutes containing coffee"|"Export"|"863"|"25"|"Weight in kilograms"|"25"
"Uruguay"|"2010"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"74938"|"8899"|"Weight in kilograms"|"8899"
"Uruguay"|"2010"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"19719"|"2954"|"Weight in kilograms"|"2954"
"Uruguay"|"2010"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"19797"|"7133"|"Weight in kilograms"|"7133"
"Uruguay"|"2010"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"726789"|"87810"|"Weight in kilograms"|"87810"
"Uruguay"|"2010"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"146906"|"24675"|"Weight in kilograms"|"24675"
"Uruguay"|"2010"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"984060"|"412083"|"Weight in kilograms"|"412083"
"Uruguay"|"2010"|"Tea, black (fermented or partly) in packages > 3 kg"|"Export"|"9547"|"1564"|"Weight in kilograms"|"1564"
"Uruguay"|"2010"|"Mate"|"Import"|"48120711"|"30949109"|"Weight in kilograms"|"30949109"
"Uruguay"|"2010"|"Mate"|"Export"|"519396"|"216872"|"Weight in kilograms"|"216872"
"Uruguay"|"2010"|"Pepper of the genus Piper, whole"|"Import"|"606599"|"115456"|"Weight in kilograms"|"115456"
"Uruguay"|"2010"|"Pepper of the genus Piper, crushed or ground"|"Import"|"249752"|"31019"|"Weight in kilograms"|"31019"
"Uruguay"|"2010"|"Pepper of the genus Piper, crushed or ground"|"Export"|"11"|"0"|"Weight in kilograms"|"0"
"Uruguay"|"2010"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"633946"|"267190"|"Weight in kilograms"|"267190"
"Uruguay"|"2010"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"2436"|"321"|"Weight in kilograms"|"321"
"Uruguay"|"2010"|"Vanilla beans"|"Import"|"5383"|"68"|"Weight in kilograms"|"68"
"Uruguay"|"2010"|"Vanilla beans"|"Export"|"146"|"15"|"Weight in kilograms"|"15"
"Uruguay"|"2010"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"31507"|"23952"|"Weight in kilograms"|"23952"
"Uruguay"|"2010"|"Cinnamon and cinnamon-tree flowers whole"|"Export"|"72"|"13"|"Weight in kilograms"|"13"
"Uruguay"|"2010"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"917"|"57"|"Weight in kilograms"|"57"
"Uruguay"|"2010"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Export"|"29"|"0"|"Weight in kilograms"|"0"
"Uruguay"|"2010"|"Cloves (whole fruit, cloves and stems)"|"Import"|"58437"|"10435"|"Weight in kilograms"|"10435"
"Uruguay"|"2010"|"Cloves (whole fruit, cloves and stems)"|"Export"|"133"|"12"|"Weight in kilograms"|"12"
"Uruguay"|"2010"|"Nutmeg"|"Import"|"188255"|"20500"|"Weight in kilograms"|"20500"
"Uruguay"|"2010"|"Nutmeg"|"Export"|"86"|"10"|"Weight in kilograms"|"10"
"Uruguay"|"2010"|"Anise or badian seeds"|"Import"|"52638"|"10910"|"Weight in kilograms"|"10910"
"Uruguay"|"2010"|"Anise or badian seeds"|"Export"|"162"|"13"|"Weight in kilograms"|"13"
"Uruguay"|"2010"|"Coriander seeds"|"Import"|"77788"|"74363"|"Weight in kilograms"|"74363"
"Uruguay"|"2010"|"Cumin seeds"|"Import"|"26026"|"8477"|"Weight in kilograms"|"8477"
"Uruguay"|"2010"|"Fennel seeds, juniper berries"|"Import"|"40538"|"24520"|"Weight in kilograms"|"24520"
"Uruguay"|"2010"|"Ginger"|"Import"|"46527"|"44258"|"Weight in kilograms"|"44258"
"Uruguay"|"2010"|"Ginger"|"Export"|"657"|"287"|"Weight in kilograms"|"287"
"Uruguay"|"2010"|"Saffron"|"Import"|"116223"|"1386"|"Weight in kilograms"|"1386"
"Uruguay"|"2010"|"Turmeric (curcuma)"|"Import"|"3541"|"1404"|"Weight in kilograms"|"1404"
"Uruguay"|"2010"|"Mixtures of spices"|"Import"|"18210"|"2360"|"Weight in kilograms"|"2360"
"Uruguay"|"2010"|"Mixtures of spices"|"Export"|"10013"|"1434"|"Weight in kilograms"|"1434"
"Uruguay"|"2010"|"Spices nes"|"Import"|"46388"|"15389"|"Weight in kilograms"|"15389"
"Uruguay"|"2010"|"Spices nes"|"Export"|"105"|"0"|"Weight in kilograms"|"0"
"Uruguay"|"2009"|"Coffee, not roasted, not decaffeinated"|"Import"|"2241055"|"1086600"|"Weight in kilograms"|"1086600"
"Uruguay"|"2009"|"Coffee, not roasted, decaffeinated"|"Import"|"8031"|"2415"|"Weight in kilograms"|"2415"
"Uruguay"|"2009"|"Coffee, not roasted, decaffeinated"|"Export"|"960"|"51"|"Weight in kilograms"|"51"
"Uruguay"|"2009"|"Coffee, roasted, not decaffeinated"|"Import"|"952471"|"155590"|"Weight in kilograms"|"155590"
"Uruguay"|"2009"|"Coffee, roasted, not decaffeinated"|"Export"|"2279"|"387"|"Weight in kilograms"|"387"
"Uruguay"|"2009"|"Coffee, roasted, decaffeinated"|"Import"|"65144"|"9663"|"Weight in kilograms"|"9663"
"Uruguay"|"2009"|"Coffee substitutes containing coffee"|"Export"|"765"|"44"|"Weight in kilograms"|"44"
"Uruguay"|"2009"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"22928"|"1871"|"Weight in kilograms"|"1871"
"Uruguay"|"2009"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"8646"|"389"|"Weight in kilograms"|"389"
"Uruguay"|"2009"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"13154"|"3292"|"Weight in kilograms"|"3292"
"Uruguay"|"2009"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"734033"|"119578"|"Weight in kilograms"|"119578"
"Uruguay"|"2009"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"14653"|"2520"|"Weight in kilograms"|"2520"
"Uruguay"|"2009"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"617708"|"313463"|"Weight in kilograms"|"313463"
"Uruguay"|"2009"|"Mate"|"Import"|"42406459"|"30937886"|"Weight in kilograms"|"30937886"
"Uruguay"|"2009"|"Mate"|"Export"|"657116"|"294511"|"Weight in kilograms"|"294511"
"Uruguay"|"2009"|"Pepper of the genus Piper, whole"|"Import"|"350866"|"104776"|"Weight in kilograms"|"104776"
"Uruguay"|"2009"|"Pepper of the genus Piper, crushed or ground"|"Import"|"148363"|"18329"|"Weight in kilograms"|"18329"
"Uruguay"|"2009"|"Pepper of the genus Piper, crushed or ground"|"Export"|"68"|"4"|"Weight in kilograms"|"4"
"Uruguay"|"2009"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"429589"|"195614"|"Weight in kilograms"|"195614"
"Uruguay"|"2009"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"1533"|"261"|"Weight in kilograms"|"261"
"Uruguay"|"2009"|"Vanilla beans"|"Export"|"461"|"72"|"Weight in kilograms"|"72"
"Uruguay"|"2009"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"30909"|"28111"|"Weight in kilograms"|"28111"
"Uruguay"|"2009"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"1588"|"57"|"Weight in kilograms"|"57"
"Uruguay"|"2009"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Export"|"45"|"3"|"Weight in kilograms"|"3"
"Uruguay"|"2009"|"Cloves (whole fruit, cloves and stems)"|"Import"|"14459"|"3817"|"Weight in kilograms"|"3817"
"Uruguay"|"2009"|"Nutmeg"|"Import"|"177537"|"25965"|"Weight in kilograms"|"25965"
"Uruguay"|"2009"|"Cardamoms"|"Import"|"267"|"100"|"Weight in kilograms"|"100"
"Uruguay"|"2009"|"Anise or badian seeds"|"Import"|"28662"|"6588"|"Weight in kilograms"|"6588"
"Uruguay"|"2009"|"Coriander seeds"|"Import"|"17700"|"14001"|"Weight in kilograms"|"14001"
"Uruguay"|"2009"|"Cumin seeds"|"Import"|"33847"|"9972"|"Weight in kilograms"|"9972"
"Uruguay"|"2009"|"Fennel seeds, juniper berries"|"Import"|"7759"|"6000"|"Weight in kilograms"|"6000"
"Uruguay"|"2009"|"Ginger"|"Import"|"43014"|"31124"|"Weight in kilograms"|"31124"
"Uruguay"|"2009"|"Ginger"|"Export"|"439"|"246"|"Weight in kilograms"|"246"
"Uruguay"|"2009"|"Saffron"|"Import"|"27811"|"445"|"Weight in kilograms"|"445"
"Uruguay"|"2009"|"Turmeric (curcuma)"|"Import"|"6423"|"2517"|"Weight in kilograms"|"2517"
"Uruguay"|"2009"|"Mixtures of spices"|"Import"|"17849"|"2256"|"Weight in kilograms"|"2256"
"Uruguay"|"2009"|"Mixtures of spices"|"Export"|"5089"|"835"|"Weight in kilograms"|"835"
"Uruguay"|"2009"|"Spices nes"|"Import"|"34403"|"9074"|"Weight in kilograms"|"9074"
"Uruguay"|"2009"|"Spices nes"|"Export"|"183"|"10"|"Weight in kilograms"|"10"
"Uruguay"|"2008"|"Coffee, not roasted, not decaffeinated"|"Import"|"3038164"|"1179708"|"Weight in kilograms"|"1179708"
"Uruguay"|"2008"|"Coffee, not roasted, decaffeinated"|"Import"|"19416"|"4809"|"Weight in kilograms"|"4809"
"Uruguay"|"2008"|"Coffee, roasted, not decaffeinated"|"Import"|"859590"|"138287"|"Weight in kilograms"|"138287"
"Uruguay"|"2008"|"Coffee, roasted, decaffeinated"|"Import"|"54629"|"8038"|"Weight in kilograms"|"8038"
"Uruguay"|"2008"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"29814"|"1541"|"Weight in kilograms"|"1541"
"Uruguay"|"2008"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"2685"|"1500"|"Weight in kilograms"|"1500"
"Uruguay"|"2008"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"15952"|"8439"|"Weight in kilograms"|"8439"
"Uruguay"|"2008"|"Tea, green (unfermented) in packages > 3 kg"|"Export"|"2282"|"700"|"Weight in kilograms"|"700"
"Uruguay"|"2008"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"556612"|"70904"|"Weight in kilograms"|"70904"
"Uruguay"|"2008"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"17406"|"3826"|"Weight in kilograms"|"3826"
"Uruguay"|"2008"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"741194"|"415125"|"Weight in kilograms"|"415125"
"Uruguay"|"2008"|"Mate"|"Import"|"45127596"|"31602334"|"Weight in kilograms"|"31602334"
"Uruguay"|"2008"|"Mate"|"Export"|"988765"|"450529"|"Weight in kilograms"|"450529"
"Uruguay"|"2008"|"Pepper of the genus Piper, whole"|"Import"|"567279"|"126774"|"Weight in kilograms"|"126774"
"Uruguay"|"2008"|"Pepper of the genus Piper, crushed or ground"|"Import"|"162728"|"21546"|"Weight in kilograms"|"21546"
"Uruguay"|"2008"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"717080"|"264506"|"Weight in kilograms"|"264506"
"Uruguay"|"2008"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"817"|"148"|"Weight in kilograms"|"148"
"Uruguay"|"2008"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"20766"|"14021"|"Weight in kilograms"|"14021"
"Uruguay"|"2008"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"772"|"72"|"Weight in kilograms"|"72"
"Uruguay"|"2008"|"Cloves (whole fruit, cloves and stems)"|"Import"|"25764"|"5051"|"Weight in kilograms"|"5051"
"Uruguay"|"2008"|"Nutmeg"|"Import"|"136285"|"21593"|"Weight in kilograms"|"21593"
"Uruguay"|"2008"|"Cardamoms"|"Import"|"3826"|"320"|"Weight in kilograms"|"320"
"Uruguay"|"2008"|"Anise or badian seeds"|"Import"|"21956"|"7148"|"Weight in kilograms"|"7148"
"Uruguay"|"2008"|"Coriander seeds"|"Import"|"70290"|"40000"|"Weight in kilograms"|"40000"
"Uruguay"|"2008"|"Cumin seeds"|"Import"|"15757"|"4781"|"Weight in kilograms"|"4781"
"Uruguay"|"2008"|"Caraway seeds"|"Import"|"974"|"300"|"Weight in kilograms"|"300"
"Uruguay"|"2008"|"Fennel seeds, juniper berries"|"Import"|"34911"|"23847"|"Weight in kilograms"|"23847"
"Uruguay"|"2008"|"Ginger"|"Import"|"19458"|"27950"|"Weight in kilograms"|"27950"
"Uruguay"|"2008"|"Ginger"|"Export"|"12"|"3"|"Weight in kilograms"|"3"
"Uruguay"|"2008"|"Saffron"|"Import"|"60339"|"856"|"Weight in kilograms"|"856"
"Uruguay"|"2008"|"Saffron"|"Export"|"84"|"24"|"Weight in kilograms"|"24"
"Uruguay"|"2008"|"Turmeric (curcuma)"|"Import"|"549"|"300"|"Weight in kilograms"|"300"
"Uruguay"|"2008"|"Mixtures of spices"|"Import"|"13219"|"2654"|"Weight in kilograms"|"2654"
"Uruguay"|"2008"|"Mixtures of spices"|"Export"|"1928"|"546"|"Weight in kilograms"|"546"
"Uruguay"|"2008"|"Spices nes"|"Import"|"38563"|"8229"|"Weight in kilograms"|"8229"
"Uruguay"|"2008"|"Spices nes"|"Export"|"16220"|"2299"|"Weight in kilograms"|"2299"
"Uruguay"|"2007"|"Coffee, not roasted, not decaffeinated"|"Import"|"2474589"|"1122840"|"Weight in kilograms"|"1122840"
"Uruguay"|"2007"|"Coffee, not roasted, decaffeinated"|"Import"|"22327"|"7223"|"Weight in kilograms"|"7223"
"Uruguay"|"2007"|"Coffee, roasted, not decaffeinated"|"Import"|"582200"|"123167"|"Weight in kilograms"|"123167"
"Uruguay"|"2007"|"Coffee, roasted, not decaffeinated"|"Export"|"358"|"50"|"Weight in kilograms"|"50"
"Uruguay"|"2007"|"Coffee, roasted, decaffeinated"|"Import"|"76152"|"20196"|"Weight in kilograms"|"20196"
"Uruguay"|"2007"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"27105"|"2787"|"Weight in kilograms"|"2787"
"Uruguay"|"2007"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"1966"|"366"|"Weight in kilograms"|"366"
"Uruguay"|"2007"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"13206"|"7591"|"Weight in kilograms"|"7591"
"Uruguay"|"2007"|"Tea, green (unfermented) in packages > 3 kg"|"Export"|"8069"|"1605"|"Weight in kilograms"|"1605"
"Uruguay"|"2007"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"479526"|"63642"|"Weight in kilograms"|"63642"
"Uruguay"|"2007"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"10179"|"3448"|"Weight in kilograms"|"3448"
"Uruguay"|"2007"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"629854"|"380768"|"Weight in kilograms"|"380768"
"Uruguay"|"2007"|"Mate"|"Import"|"33549027"|"28613654"|"Weight in kilograms"|"28613654"
"Uruguay"|"2007"|"Mate"|"Export"|"743219"|"388620"|"Weight in kilograms"|"388620"
"Uruguay"|"2007"|"Pepper of the genus Piper, whole"|"Import"|"310970"|"78373"|"Weight in kilograms"|"78373"
"Uruguay"|"2007"|"Pepper of the genus Piper, whole"|"Export"|"250"|"60"|"Weight in kilograms"|"60"
"Uruguay"|"2007"|"Pepper of the genus Piper, crushed or ground"|"Import"|"120216"|"18571"|"Weight in kilograms"|"18571"
"Uruguay"|"2007"|"Pepper of the genus Piper, crushed or ground"|"Export"|"360"|"62"|"Weight in kilograms"|"62"
"Uruguay"|"2007"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"458112"|"243896"|"Weight in kilograms"|"243896"
"Uruguay"|"2007"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"1665"|"529"|"Weight in kilograms"|"529"
"Uruguay"|"2007"|"Vanilla beans"|"Import"|"6494"|"70"|"Weight in kilograms"|"70"
"Uruguay"|"2007"|"Vanilla beans"|"Export"|"414"|"140"|"Weight in kilograms"|"140"
"Uruguay"|"2007"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"31180"|"23669"|"Weight in kilograms"|"23669"
"Uruguay"|"2007"|"Cinnamon and cinnamon-tree flowers whole"|"Export"|"67"|"8"|"Weight in kilograms"|"8"
"Uruguay"|"2007"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"1974"|"294"|"Weight in kilograms"|"294"
"Uruguay"|"2007"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Export"|"88"|"13"|"Weight in kilograms"|"13"
"Uruguay"|"2007"|"Cloves (whole fruit, cloves and stems)"|"Import"|"29124"|"7741"|"Weight in kilograms"|"7741"
"Uruguay"|"2007"|"Cloves (whole fruit, cloves and stems)"|"Export"|"46"|"3"|"Weight in kilograms"|"3"
"Uruguay"|"2007"|"Nutmeg"|"Import"|"93439"|"14107"|"Weight in kilograms"|"14107"
"Uruguay"|"2007"|"Cardamoms"|"Import"|"2716"|"445"|"Weight in kilograms"|"445"
"Uruguay"|"2007"|"Anise or badian seeds"|"Import"|"49552"|"19850"|"Weight in kilograms"|"19850"
"Uruguay"|"2007"|"Coriander seeds"|"Import"|"15212"|"22000"|"Weight in kilograms"|"22000"
"Uruguay"|"2007"|"Cumin seeds"|"Import"|"16982"|"6237"|"Weight in kilograms"|"6237"
"Uruguay"|"2007"|"Fennel seeds, juniper berries"|"Import"|"21120"|"16530"|"Weight in kilograms"|"16530"
"Uruguay"|"2007"|"Ginger"|"Import"|"7946"|"26759"|"Weight in kilograms"|"26759"
"Uruguay"|"2007"|"Ginger"|"Export"|"120"|"30"|"Weight in kilograms"|"30"
"Uruguay"|"2007"|"Saffron"|"Import"|"66320"|"804"|"Weight in kilograms"|"804"
"Uruguay"|"2007"|"Saffron"|"Export"|"130"|"2"|"Weight in kilograms"|"2"
"Uruguay"|"2007"|"Turmeric (curcuma)"|"Import"|"14982"|"9000"|"Weight in kilograms"|"9000"
"Uruguay"|"2007"|"Mixtures of spices"|"Import"|"10433"|"1209"|"Weight in kilograms"|"1209"
"Uruguay"|"2007"|"Mixtures of spices"|"Export"|"1727"|"253"|"Weight in kilograms"|"253"
"Uruguay"|"2007"|"Spices nes"|"Import"|"32448"|"7650"|"Weight in kilograms"|"7650"
"Uruguay"|"2007"|"Spices nes"|"Export"|"2175"|"579"|"Weight in kilograms"|"579"
"Uruguay"|"2006"|"Coffee, not roasted, not decaffeinated"|"Import"|"1820484"|"1112460"|"Weight in kilograms"|"1112460"
"Uruguay"|"2006"|"Coffee, not roasted, decaffeinated"|"Import"|"5883"|"2400"|"Weight in kilograms"|"2400"
"Uruguay"|"2006"|"Coffee, roasted, not decaffeinated"|"Import"|"405816"|"95464"|"Weight in kilograms"|"95464"
"Uruguay"|"2006"|"Coffee, roasted, not decaffeinated"|"Export"|"595"|"120"|"Weight in kilograms"|"120"
"Uruguay"|"2006"|"Coffee, roasted, decaffeinated"|"Import"|"25565"|"4974"|"Weight in kilograms"|"4974"
"Uruguay"|"2006"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"11454"|"1224"|"Weight in kilograms"|"1224"
"Uruguay"|"2006"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"3997"|"1482"|"Weight in kilograms"|"1482"
"Uruguay"|"2006"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"11276"|"5901"|"Weight in kilograms"|"5901"
"Uruguay"|"2006"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"464857"|"65169"|"Weight in kilograms"|"65169"
"Uruguay"|"2006"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"5973"|"927"|"Weight in kilograms"|"927"
"Uruguay"|"2006"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"566045"|"386748"|"Weight in kilograms"|"386748"
"Uruguay"|"2006"|"Mate"|"Import"|"30294850"|"29841690"|"Weight in kilograms"|"29841690"
"Uruguay"|"2006"|"Mate"|"Export"|"501029"|"291152"|"Weight in kilograms"|"291152"
"Uruguay"|"2006"|"Pepper of the genus Piper, whole"|"Import"|"230296"|"81048"|"Weight in kilograms"|"81048"
"Uruguay"|"2006"|"Pepper of the genus Piper, whole"|"Export"|"156"|"29"|"Weight in kilograms"|"29"
"Uruguay"|"2006"|"Pepper of the genus Piper, crushed or ground"|"Import"|"70223"|"13893"|"Weight in kilograms"|"13893"
"Uruguay"|"2006"|"Pepper of the genus Piper, crushed or ground"|"Export"|"141"|"19"|"Weight in kilograms"|"19"
"Uruguay"|"2006"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"331975"|"257933"|"Weight in kilograms"|"257933"
"Uruguay"|"2006"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"5473"|"2082"|"Weight in kilograms"|"2082"
"Uruguay"|"2006"|"Vanilla beans"|"Export"|"135"|"17"|"Weight in kilograms"|"17"
"Uruguay"|"2006"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"16448"|"18727"|"Weight in kilograms"|"18727"
"Uruguay"|"2006"|"Cinnamon and cinnamon-tree flowers whole"|"Export"|"188"|"60"|"Weight in kilograms"|"60"
"Uruguay"|"2006"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"1253"|"132"|"Weight in kilograms"|"132"
"Uruguay"|"2006"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Export"|"473"|"63"|"Weight in kilograms"|"63"
"Uruguay"|"2006"|"Cloves (whole fruit, cloves and stems)"|"Import"|"12056"|"2730"|"Weight in kilograms"|"2730"
"Uruguay"|"2006"|"Cloves (whole fruit, cloves and stems)"|"Export"|"300"|"17"|"Weight in kilograms"|"17"
"Uruguay"|"2006"|"Nutmeg"|"Import"|"162112"|"30416"|"Weight in kilograms"|"30416"
"Uruguay"|"2006"|"Nutmeg"|"Export"|"720"|"46"|"Weight in kilograms"|"46"
"Uruguay"|"2006"|"Cardamoms"|"Import"|"1487"|"300"|"Weight in kilograms"|"300"
"Uruguay"|"2006"|"Anise or badian seeds"|"Import"|"19354"|"8600"|"Weight in kilograms"|"8600"
"Uruguay"|"2006"|"Coriander seeds"|"Import"|"19347"|"44020"|"Weight in kilograms"|"44020"
"Uruguay"|"2006"|"Coriander seeds"|"Export"|"4554"|"41955"|"Weight in kilograms"|"41955"
"Uruguay"|"2006"|"Cumin seeds"|"Import"|"12927"|"5973"|"Weight in kilograms"|"5973"
"Uruguay"|"2006"|"Cumin seeds"|"Export"|"29"|"3"|"Weight in kilograms"|"3"
"Uruguay"|"2006"|"Fennel seeds, juniper berries"|"Import"|"1564"|"1500"|"Weight in kilograms"|"1500"
"Uruguay"|"2006"|"Ginger"|"Import"|"19807"|"33953"|"Weight in kilograms"|"33953"
"Uruguay"|"2006"|"Saffron"|"Import"|"16620"|"436"|"Weight in kilograms"|"436"
"Uruguay"|"2006"|"Saffron"|"Export"|"287"|"8"|"Weight in kilograms"|"8"
"Uruguay"|"2006"|"Turmeric (curcuma)"|"Import"|"17599"|"13590"|"Weight in kilograms"|"13590"
"Uruguay"|"2006"|"Thyme and bay leaves"|"Import"|"12944"|"3687"|"Weight in kilograms"|"3687"
"Uruguay"|"2006"|"Thyme and bay leaves"|"Export"|"119"|"9"|"Weight in kilograms"|"9"
"Uruguay"|"2006"|"Curry"|"Import"|"9922"|"2534"|"Weight in kilograms"|"2534"
"Uruguay"|"2006"|"Curry"|"Export"|"210"|"16"|"Weight in kilograms"|"16"
"Uruguay"|"2006"|"Mixtures of spices"|"Import"|"3538"|"619"|"Weight in kilograms"|"619"
"Uruguay"|"2006"|"Mixtures of spices"|"Export"|"5613"|"1317"|"Weight in kilograms"|"1317"
"Uruguay"|"2006"|"Spices nes"|"Import"|"9611"|"4480"|"Weight in kilograms"|"4480"
"Uruguay"|"2005"|"Coffee, not roasted, not decaffeinated"|"Import"|"1825770"|"1249403"|"Weight in kilograms"|"1249403"
"Uruguay"|"2005"|"Coffee, not roasted, decaffeinated"|"Import"|"22138"|"9660"|"Weight in kilograms"|"9660"
"Uruguay"|"2005"|"Coffee, roasted, not decaffeinated"|"Import"|"366829"|"96901"|"Weight in kilograms"|"96901"
"Uruguay"|"2005"|"Coffee, roasted, not decaffeinated"|"Export"|"1219"|"807"|"Weight in kilograms"|"807"
"Uruguay"|"2005"|"Coffee, roasted, decaffeinated"|"Import"|"36149"|"8375"|"Weight in kilograms"|"8375"
"Uruguay"|"2005"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"13878"|"1720"|"Weight in kilograms"|"1720"
"Uruguay"|"2005"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"9903"|"4872"|"Weight in kilograms"|"4872"
"Uruguay"|"2005"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"7519"|"2201"|"Weight in kilograms"|"2201"
"Uruguay"|"2005"|"Tea, green (unfermented) in packages > 3 kg"|"Export"|"708"|"22"|"Weight in kilograms"|"22"
"Uruguay"|"2005"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"470096"|"77233"|"Weight in kilograms"|"77233"
"Uruguay"|"2005"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"24363"|"1295"|"Weight in kilograms"|"1295"
"Uruguay"|"2005"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"699249"|"445936"|"Weight in kilograms"|"445936"
"Uruguay"|"2005"|"Tea, black (fermented or partly) in packages > 3 kg"|"Export"|"1426"|"90"|"Weight in kilograms"|"90"
"Uruguay"|"2005"|"Mate"|"Import"|"23449163"|"28745526"|"Weight in kilograms"|"28745526"
"Uruguay"|"2005"|"Mate"|"Export"|"548414"|"360153"|"Weight in kilograms"|"360153"
"Uruguay"|"2005"|"Pepper of the genus Piper, whole"|"Import"|"268008"|"128875"|"Weight in kilograms"|"128875"
"Uruguay"|"2005"|"Pepper of the genus Piper, whole"|"Export"|"329"|"67"|"Weight in kilograms"|"67"
"Uruguay"|"2005"|"Pepper of the genus Piper, crushed or ground"|"Import"|"52652"|"10249"|"Weight in kilograms"|"10249"
"Uruguay"|"2005"|"Pepper of the genus Piper, crushed or ground"|"Export"|"707"|"140"|"Weight in kilograms"|"140"
"Uruguay"|"2005"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"420994"|"306185"|"Weight in kilograms"|"306185"
